bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please come back if it gets worse.,"Thank you, Doctor.","Okay, I will tell my parents.",I understand.,I will return if needed.,What counts as worse?
Would you like a morning or afternoon appointment?,What times are available?,Either is fine.,"Afternoon, please.",After school would help.,Morning is better for me.
"In your own words, what brings you in today?",I think I may have caught a cold.,I need advice about sleeping better.,I’ve had a stomachache since last night.,I feel worse when I exercise.,My tummy has been sore.
Is it okay if I check your throat?,"I feel a bit nervous, but okay.",Can you explain first?,"Yes, that’s fine.","Yes, but please be gentle.","Okay, please go ahead."
"If you disagree with advice, how can you say that politely?",Thank you. I need time to think.,Could we look at another option?,"I understand, but I’m worried about side effects.",I’d like a second opinion if possible.,Can you explain why that is best?
Let’s plan a check-in. What works for you?,Next week after school.,Mornings are difficult.,A message reminder would help.,Please text my parent the time.,I can come on Friday.
Do I have your consent to proceed with the examination?,"Yes, please explain each step.",Can we wait one minute first?,"I consent, but tell me if anything will hurt.",I’d like my parent present.,"Yes, you have my consent."
Do you feel ready to leave with a clear plan?,Yes. I’ll book the follow-up now.,"Yes, and I’ll message if anything changes.",Almost—one more question about dosing.,Yes. I understand the next steps.,Yes. Thank you for explaining.
Who came with you today?,My mom.,My dad.,My grandma.,My family.,I came with Maya.
Can you come back tomorrow?,"Yes, I can.",Okay.,What time?,I need to ask my parents.,"Yes, after school."
Please come back if it gets worse.,"Okay, I will tell my parents.",What counts as worse?,I understand.,I will return if needed.,"Thank you, Doctor."
Would you like a morning or afternoon appointment?,"Afternoon, please.",What times are available?,After school would help.,Morning is better for me.,Either is fine.
"In your own words, what brings you in today?",I need advice about sleeping better.,I’ve had a rash since last night.,I feel worse when I exercise.,My hand has been sore.,I think I may have caught a cold.
Is it okay if I check your throat?,"I feel a bit nervous, but okay.",Can you explain first?,"Yes, that’s fine.","Okay, please go ahead.","Yes, but please be gentle."
"If you disagree with advice, how can you say that politely?",I’d like a second opinion if possible.,"I understand, but I’m worried about side effects.",Could we look at another option?,Thank you. I need time to think.,Can you explain why that is best?
Let’s plan a check-in. What works for you?,Mornings are difficult.,A message reminder would help.,I can come on Friday.,Please text my parent the time.,Next week after school.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,"Yes, please explain each step.",I’d like my parent present.,"I consent, but tell me if anything will hurt.","Yes, you have my consent."
Do you feel ready to leave with a clear plan?,Yes. Thank you for explaining.,Yes. I understand the next steps.,Almost—one more question about dosing.,"Yes, and I’ll message if anything changes.",Yes. I’ll book the follow-up now.
Who came with you today?,I came with Yuki.,My dad.,My grandma.,My mom.,My family.
Can you come back tomorrow?,What time?,"Yes, I can.","Yes, after school.",I need to ask my parents.,Okay.
Please come back if it gets worse.,I understand.,I will return if needed.,"Thank you, Doctor.",What counts as worse?,"Okay, I will tell my parents."
Would you like a morning or afternoon appointment?,Either is fine.,After school would help.,What times are available?,Morning is better for me.,"Afternoon, please."
"In your own words, what brings you in today?",My knee has been sore.,I think I may have caught a cold.,I need advice about sleeping better.,I feel worse when I exercise.,I’ve had a headache since last night.
Is it okay if I check your throat?,"Yes, but please be gentle.","Okay, please go ahead.",Can you explain first?,"Yes, that’s fine.","I feel a bit nervous, but okay."
"If you disagree with advice, how can you say that politely?","I understand, but I’m worried about side effects.",Thank you. I need time to think.,Can you explain why that is best?,I’d like a second opinion if possible.,Could we look at another option?
Let’s plan a check-in. What works for you?,I can come on Friday.,Mornings are difficult.,Next week after school.,A message reminder would help.,Please text my parent the time.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,"I consent, but tell me if anything will hurt.",I’d like my parent present.,"Yes, please explain each step.","Yes, you have my consent."
Do you feel ready to leave with a clear plan?,Yes. I’ll book the follow-up now.,Yes. Thank you for explaining.,Yes. I understand the next steps.,Almost—one more question about dosing.,"Yes, and I’ll message if anything changes."
Who came with you today?,My family.,My grandma.,I came with Maya.,My mom.,My dad.
Can you come back tomorrow?,What time?,Okay.,"Yes, after school.","Yes, I can.",I need to ask my parents.
Please come back if it gets worse.,What counts as worse?,I will return if needed.,"Thank you, Doctor.",I understand.,"Okay, I will tell my parents."
Would you like a morning or afternoon appointment?,What times are available?,After school would help.,"Afternoon, please.",Either is fine.,Morning is better for me.
"In your own words, what brings you in today?",I’ve had an allergy since last night.,I need advice about sleeping better.,I feel worse when I exercise.,I think I may have caught a cold.,My throat has been sore.
Is it okay if I check your throat?,Can you explain first?,"Yes, but please be gentle.","I feel a bit nervous, but okay.","Okay, please go ahead.","Yes, that’s fine."
"If you disagree with advice, how can you say that politely?","I understand, but I’m worried about side effects.",Thank you. I need time to think.,Could we look at another option?,Can you explain why that is best?,I’d like a second opinion if possible.
Let’s plan a check-in. What works for you?,A message reminder would help.,Next week after school.,Please text my parent the time.,I can come on Friday.,Mornings are difficult.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,"Yes, you have my consent.","I consent, but tell me if anything will hurt.",I’d like my parent present.,"Yes, please explain each step."
Do you feel ready to leave with a clear plan?,Yes. I understand the next steps.,"Yes, and I’ll message if anything changes.",Almost—one more question about dosing.,Yes. Thank you for explaining.,Yes. I’ll book the follow-up now.
Who came with you today?,My family.,My dad.,My grandma.,I came with Yuki.,My mom.
Can you come back tomorrow?,Okay.,"Yes, after school.",I need to ask my parents.,What time?,"Yes, I can."
Please come back if it gets worse.,I will return if needed.,"Okay, I will tell my parents.",I understand.,What counts as worse?,"Thank you, Doctor."
Would you like a morning or afternoon appointment?,Either is fine.,"Afternoon, please.",Morning is better for me.,What times are available?,After school would help.
"In your own words, what brings you in today?",I feel worse when I exercise.,I’ve had ear pain since last night.,I think I may have caught a cold.,I need advice about sleeping better.,My nose has been sore.
