bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",None that I noticed.,No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I am fine.,I feel sick.,My tummy hurts.,I feel tired.,I am okay.
Does your knee hurt?,"No, it is okay.","Yes, it hurts here.","Yes, my knee hurts.",It hurts when I move.,A little.
How do you feel?,I feel sad.,I feel okay.,I feel hot.,I feel sick.,I feel better.
Does your tummy hurt?,It hurts now.,No.,"Yes, after eating.",A little.,Yes.
Can I look in your mouth?,I am ready.,Yes.,Okay.,"Yes, Doctor.",Please be gentle.
What is wrong today?,I have had a stomachache since after lunch.,I feel sick.,My head hurts.,I have a stomachache.,I do not feel well.
When did it start?,Yesterday.,It started after lunch.,Last night.,This morning.,Two days ago.
Do you have a fever?,"Yes, since last night.",My mom checked. It was high.,"No, I do not.","Yes, I feel hot.",Maybe a little.
Can you tell me more about your symptoms?,The pain comes and goes.,I also feel tired.,My throat hurts when I move.,It is worse at night.,"I have an allergy, and it started after lunch."
Have you noticed any allergies?,No known allergies.,Some foods make my tummy hurt.,I get itchy in spring.,I sneeze near dust.,I am not sure.
What was your temperature this morning?,It was 38 degrees.,My mom said it was high.,I do not know the number.,"I felt hot, but we did not check.",It was normal.
Please summarize your main concern in one or two sentences.,I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,"I’ve had dizziness since after lunch, and it’s affecting my sleep.",My ear pain started after running.
Are there any red-flag symptoms I should know about?,No chest pain or breathing trouble.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",I had a high fever last night.,None that I noticed.
Hello! How are you today?,I feel sick.,I feel tired.,I am okay.,My tummy hurts.,I am fine.
Does your eye hurt?,"Yes, my eye hurts.","Yes, it hurts here.",It hurts when I move.,A little.,"No, it is okay."
How do you feel?,I feel sad.,I feel sick.,I feel hot.,I feel better.,I feel okay.
Does your tummy hurt?,No.,Yes.,A little.,"Yes, after eating.",It hurts now.
Can I look in your mouth?,I am ready.,Yes.,Please be gentle.,"Yes, Doctor.",Okay.
What is wrong today?,I have had ear pain since after lunch.,My foot hurts.,I feel sick.,I do not feel well.,I have ear pain.
When did it start?,It started after lunch.,Two days ago.,This morning.,Yesterday.,Last night.
Do you have a fever?,"No, I do not.",Maybe a little.,My mom checked. It was high.,"Yes, I feel hot.","Yes, since last night."
Can you tell me more about your symptoms?,The pain comes and goes.,I also feel tired.,It is worse at night.,"I have a fever, and it started after lunch.",My nose hurts when I move.
Have you noticed any allergies?,I sneeze near dust.,Some foods make my tummy hurt.,I am not sure.,No known allergies.,I get itchy in spring.
What was your temperature this morning?,I do not know the number.,My mom said it was high.,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.
Please summarize your main concern in one or two sentences.,I need advice on recurring headaches.,"I’ve had a headache since after lunch, and it’s affecting my sleep.",My tummy pain started after running.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,None that I noticed.,I had a high fever last night.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,There’s a new rash on my arm.
Hello! How are you today?,I am okay.,My tummy hurts.,I feel tired.,I am fine.,I feel sick.
Does your throat hurt?,"Yes, it hurts here.",It hurts when I move.,"No, it is okay.",A little.,"Yes, my throat hurts."
How do you feel?,I feel sick.,I feel sad.,I feel okay.,I feel better.,I feel hot.
Does your tummy hurt?,Yes.,A little.,It hurts now.,No.,"Yes, after eating."
Can I look in your mouth?,"Yes, Doctor.",I am ready.,Yes.,Please be gentle.,Okay.
What is wrong today?,I have had a runny nose since after lunch.,My chest hurts.,I have a runny nose.,I do not feel well.,I feel sick.
When did it start?,Last night.,This morning.,It started after lunch.,Yesterday.,Two days ago.
Do you have a fever?,"Yes, I feel hot.",Maybe a little.,"Yes, since last night.",My mom checked. It was high.,"No, I do not."
Can you tell me more about your symptoms?,"I have a stomachache, and it started after lunch.",My hand hurts when I move.,It is worse at night.,I also feel tired.,The pain comes and goes.
Have you noticed any allergies?,I get itchy in spring.,I am not sure.,Some foods make my tummy hurt.,No known allergies.,I sneeze near dust.
What was your temperature this morning?,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.,I do not know the number.,My mom said it was high.
Please summarize your main concern in one or two sentences.,"I’ve had an allergy since after lunch, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,My nose pain started after running.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",I had a high fever last night.,None that I noticed.,There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,My tummy hurts.,I am okay.,I am fine.,I feel sick.,I feel tired.
Does your head hurt?,"Yes, my head hurts.",It hurts when I move.,"No, it is okay.",A little.,"Yes, it hurts here."
How do you feel?,I feel hot.,I feel sad.,I feel okay.,I feel sick.,I feel better.
Does your tummy hurt?,It hurts now.,Yes.,A little.,No.,"Yes, after eating."
Can I look in your mouth?,"Yes, Doctor.",Please be gentle.,Okay.,Yes.,I am ready.
What is wrong today?,I have had ear pain since after lunch.,I feel sick.,I have ear pain.,I do not feel well.,My knee hurts.
When did it start?,Last night.,Yesterday.,Two days ago.,It started after lunch.,This morning.
Do you have a fever?,"Yes, I feel hot.","No, I do not.","Yes, since last night.",My mom checked. It was high.,Maybe a little.
Can you tell me more about your symptoms?,I also feel tired.,It is worse at night.,The pain comes and goes.,My back hurts when I move.,"I have a fever, and it started after lunch."
Have you noticed any allergies?,I am not sure.,No known allergies.,I get itchy in spring.,Some foods make my tummy hurt.,I sneeze near dust.
What was your temperature this morning?,"I felt hot, but we did not check.",My mom said it was high.,It was 38 degrees.,I do not know the number.,It was normal.
Please summarize your main concern in one or two sentences.,"I’ve had a cough since after lunch, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,My hand pain started after running.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,I had a high fever last night.,None that I noticed.
Hello! How are you today?,I feel tired.,I am okay.,I am fine.,My tummy hurts.,I feel sick.
Does your foot hurt?,It hurts when I move.,A little.,"Yes, my foot hurts.","Yes, it hurts here.","No, it is okay."
How do you feel?,I feel sad.,I feel better.,I feel okay.,I feel hot.,I feel sick.
Does your tummy hurt?,It hurts now.,Yes.,No.,A little.,"Yes, after eating."
Can I look in your mouth?,Yes.,Please be gentle.,I am ready.,"Yes, Doctor.",Okay.
What is wrong today?,I do not feel well.,I have a runny nose.,I have had a runny nose since after lunch.,I feel sick.,My eye hurts.
When did it start?,It started after lunch.,Last night.,Yesterday.,This morning.,Two days ago.
Do you have a fever?,"Yes, since last night.","Yes, I feel hot.","No, I do not.",Maybe a little.,My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,"I have a stomachache, and it started after lunch.",It is worse at night.,I also feel tired.,My tooth hurts when I move.
Have you noticed any allergies?,Some foods make my tummy hurt.,No known allergies.,I am not sure.,I get itchy in spring.,I sneeze near dust.
What was your temperature this morning?,My mom said it was high.,It was 38 degrees.,It was normal.,I do not know the number.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,My knee pain started after running.,"I’ve had an allergy since after lunch, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,None that I noticed.,I had a high fever last night.,No chest pain or breathing trouble.
Hello! How are you today?,I feel sick.,I am okay.,I feel tired.,I am fine.,My tummy hurts.
Does your chest hurt?,"Yes, it hurts here.",It hurts when I move.,"No, it is okay.","Yes, my chest hurts.",A little.
How do you feel?,I feel better.,I feel sad.,I feel hot.,I feel okay.,I feel sick.
Does your tummy hurt?,"Yes, after eating.",No.,A little.,Yes.,It hurts now.
Can I look in your mouth?,Yes.,"Yes, Doctor.",I am ready.,Please be gentle.,Okay.
What is wrong today?,I feel sick.,My throat hurts.,I have ear pain.,I do not feel well.,I have had ear pain since after lunch.
When did it start?,This morning.,Last night.,Yesterday.,Two days ago.,It started after lunch.
Do you have a fever?,Maybe a little.,"Yes, I feel hot.","No, I do not.","Yes, since last night.",My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,"I have a fever, and it started after lunch.",My ear hurts when I move.,It is worse at night.,I also feel tired.
Have you noticed any allergies?,I sneeze near dust.,Some foods make my tummy hurt.,No known allergies.,I am not sure.,I get itchy in spring.
What was your temperature this morning?,It was 38 degrees.,My mom said it was high.,It was normal.,I do not know the number.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,My eye pain started after running.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,"I’ve had a cough since after lunch, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,"No fainting, but I felt dizzy once.",None that I noticed.,There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,I feel sick.,I am fine.,I am okay.,I feel tired.,My tummy hurts.
Does your knee hurt?,"No, it is okay.",A little.,It hurts when I move.,"Yes, it hurts here.","Yes, my knee hurts."
How do you feel?,I feel sad.,I feel okay.,I feel better.,I feel sick.,I feel hot.
