bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please take this vitamins twice a day after meals.,Should I take it with water?,I understand. vitamins after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.
Did I explain that clearly?,Could you repeat the medicine times?,Yes. I can explain it back.,I understand most of it.,"Yes, thank you.",One part is still unclear.
Please confirm how you will take the vitamins.,Only if the pain is above mild.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the vitamins twice daily after meals.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take vitamins as directed.",Avoid intense exercise for a few days.
This is vitamins. Can you take it?,"With water, please.",It tastes funny.,Okay.,Yes.,I can try.
Please drink more toast.,"Yes, Doctor.",Thank you.,Okay. I will drink toast.,How much should I drink?,I will try.
Are you allergic to any medicine?,My mom says no.,I need to check.,I do not know.,"Yes, some medicine makes me itchy.","No, I am not."
Please get this vitamins from the pharmacy.,How many times a day?,Okay.,I understand.,Where is the pharmacy?,Thank you.
Do you have any questions for me?,Is it serious?,When can I go back to school?,How long should I take the vitamins?,Should I stay home tomorrow?,Can I play sports this week?
Please take this vitamins twice a day after meals.,Should I take it with water?,Twice a day after meals. Got it.,For how many days?,I understand. vitamins after meals.,What if I miss a dose?
Did I explain that clearly?,Could you repeat the medicine times?,One part is still unclear.,I understand most of it.,"Yes, thank you.",Yes. I can explain it back.
Please confirm how you will take the vitamins.,I’ll read the label and follow the dose exactly.,Once at night with water.,I’ll take the vitamins twice daily after meals.,"For five days, then stop unless advised.",Only if the pain is above mild.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take vitamins as directed.",Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.
This is vitamins. Can you take it?,Yes.,It tastes funny.,I can try.,Okay.,"With water, please."
Please drink more tea.,Thank you.,I will try.,"Yes, Doctor.",Okay. I will drink tea.,How much should I drink?
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.",I do not know.,"No, I am not.",I need to check.,My mom says no.
Please get this vitamins from the pharmacy.,Okay.,How many times a day?,I understand.,Thank you.,Where is the pharmacy?
Do you have any questions for me?,How long should I take the vitamins?,Can I play sports this week?,Is it serious?,Should I stay home tomorrow?,When can I go back to school?
Please take this vitamins twice a day after meals.,I understand. vitamins after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.,Should I take it with water?
Did I explain that clearly?,Could you repeat the medicine times?,Yes. I can explain it back.,One part is still unclear.,I understand most of it.,"Yes, thank you."
Please confirm how you will take the vitamins.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",Only if the pain is above mild.,I’ll take the vitamins twice daily after meals.,Once at night with water.
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,"Rest, hydrate, and take vitamins as directed.",Follow up if there’s no improvement in three days.,Monitor temperature and sleep.
This is vitamins. Can you take it?,Okay.,Yes.,"With water, please.",It tastes funny.,I can try.
Please drink more tea.,I will try.,"Yes, Doctor.",Okay. I will drink tea.,Thank you.,How much should I drink?
Are you allergic to any medicine?,I need to check.,I do not know.,"Yes, some medicine makes me itchy.","No, I am not.",My mom says no.
Please get this vitamins from the pharmacy.,Okay.,I understand.,Where is the pharmacy?,Thank you.,How many times a day?
Do you have any questions for me?,Is it serious?,Should I stay home tomorrow?,Can I play sports this week?,How long should I take the vitamins?,When can I go back to school?
Please take this vitamins twice a day after meals.,I understand. vitamins after meals.,Twice a day after meals. Got it.,What if I miss a dose?,For how many days?,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,"Yes, thank you.",One part is still unclear.,I understand most of it.,Could you repeat the medicine times?
Please confirm how you will take the vitamins.,"For five days, then stop unless advised.",Only if the pain is above mild.,Once at night with water.,I’ll take the vitamins twice daily after meals.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.,"Rest, hydrate, and take vitamins as directed."
This is vitamins. Can you take it?,"With water, please.",Yes.,It tastes funny.,I can try.,Okay.
Please drink more tea.,"Yes, Doctor.",Okay. I will drink tea.,How much should I drink?,I will try.,Thank you.
Are you allergic to any medicine?,I need to check.,"Yes, some medicine makes me itchy.",I do not know.,"No, I am not.",My mom says no.
Please get this vitamins from the pharmacy.,How many times a day?,Thank you.,I understand.,Okay.,Where is the pharmacy?
Do you have any questions for me?,How long should I take the vitamins?,When can I go back to school?,Should I stay home tomorrow?,Can I play sports this week?,Is it serious?
Please take this vitamins twice a day after meals.,I understand. vitamins after meals.,For how many days?,Should I take it with water?,What if I miss a dose?,Twice a day after meals. Got it.
Did I explain that clearly?,Yes. I can explain it back.,Could you repeat the medicine times?,"Yes, thank you.",I understand most of it.,One part is still unclear.
Please confirm how you will take the vitamins.,"For five days, then stop unless advised.",Once at night with water.,I’ll read the label and follow the dose exactly.,Only if the pain is above mild.,I’ll take the vitamins twice daily after meals.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,"Rest, hydrate, and take vitamins as directed.",Return sooner if symptoms worsen.,Avoid intense exercise for a few days.
This is vitamins. Can you take it?,Yes.,Okay.,"With water, please.",It tastes funny.,I can try.
Please drink more water.,Okay. I will drink water.,Thank you.,How much should I drink?,I will try.,"Yes, Doctor."
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.",I do not know.,I need to check.,My mom says no.,"No, I am not."
Please get this vitamins from the pharmacy.,Okay.,Where is the pharmacy?,How many times a day?,I understand.,Thank you.
Do you have any questions for me?,Is it serious?,Can I play sports this week?,When can I go back to school?,Should I stay home tomorrow?,How long should I take the vitamins?
Please take this vitamins twice a day after meals.,Twice a day after meals. Got it.,I understand. vitamins after meals.,Should I take it with water?,For how many days?,What if I miss a dose?
Did I explain that clearly?,Could you repeat the medicine times?,Yes. I can explain it back.,I understand most of it.,One part is still unclear.,"Yes, thank you."
Please confirm how you will take the vitamins.,I’ll read the label and follow the dose exactly.,I’ll take the vitamins twice daily after meals.,"For five days, then stop unless advised.",Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take vitamins as directed.",Monitor temperature and sleep.,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.
This is vitamins. Can you take it?,It tastes funny.,Okay.,I can try.,Yes.,"With water, please."
Please drink more water.,"Yes, Doctor.",Okay. I will drink water.,How much should I drink?,I will try.,Thank you.
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.","No, I am not.",My mom says no.,I do not know.,I need to check.
Please get this vitamins from the pharmacy.,Where is the pharmacy?,I understand.,Okay.,Thank you.,How many times a day?
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,How long should I take the vitamins?,Is it serious?,When can I go back to school?
Please take this vitamins twice a day after meals.,Twice a day after meals. Got it.,Should I take it with water?,For how many days?,I understand. vitamins after meals.,What if I miss a dose?
