bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Do you think math is important?,"Yes, it is useful in daily life.","I think so, but it can be hard.","Yes, because it helps me learn.",Yes. Math is important for my future.,Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,Take deep breaths and stay calm.,Try to sleep well tonight.,You should review a little every day.,Ask the teacher if you need help.,Study with a friend.
Can you look after my bag for a minute?,"Sure, I can look after it.",Okay. I will watch it.,Of course.,"Yes, leave it here.",No problem.
How is your group project going?,We will present it next week.,We finished the first part.,We still need more ideas.,"It is a bit difficult, but okay.",It is going well so far.
What should we do after school?,How about studying together?,We could get some snacks.,Let's play football.,Maybe we can walk in the park.,Why don't we go to the park?
What is Leo like?,Leo is friendly and kind.,Leo works hard at school.,Leo is funny.,"Leo is a bit quiet, but nice.",Leo loves football.
Have you ever visited Tokyo?,"Yes, I went to Tokyo last year.","No, I have never been there.","Not yet, but I want to.",I hope I can visit Tokyo someday.,"Yes, it was amazing."
The bus is late. What can we do?,Let us call someone.,I can check the schedule on my phone.,Maybe we should walk.,We can wait a few more minutes.,We can take the next bus.
Tell me about yourself.,"I am Ken, and I like football.",My name is Ken. I am 11 years old.,I am a student. I like math.,Hi! I'm Theo. Nice to meet you.,I live in Tokyo.
What did you do yesterday?,I helped my mom.,I played with my friends.,I studied math.,I went to the park.,I watched a movie.
What was your favorite class today?,I liked math today.,PE was my favorite.,Art was fun.,My favorite class was math.,I enjoyed English.
Why do you like football?,Because I am good at it.,Because I feel happy.,Because it helps me relax.,Because I can do it with friends.,Because it is fun.
"Which is bigger, a bee or a mouse?",The bee is bigger than a mouse.,A mouse is smaller.,A bee is bigger.,I think the bee is bigger.,The bee.
How do you feel today?,I am happy today.,I feel tired.,I feel happy.,"A little tired, but okay.",I feel great.
What are you going to do this weekend?,I will play football.,I am going to visit the park.,I will stay home and rest.,I am going to study.,I am going to see my friends.
Would you like some noodle?,"Yes, please.","Just a little, please.","No, thank you.","Yes, I love noodle.",Maybe later.
Where is the library?,I can show you.,It is next to the school.,It is near the park.,Across from the supermarket.,Go straight and turn left.
Yuki lost a bag. What can you say?,Let us ask the teacher.,I can help you look.,Do not worry. We will find it.,Was it in the classroom?,Where did you last see it?
What do you think about this story?,I think it is useful.,It looks interesting.,I like it a lot.,I think it is nice.,"It is okay, but not my favorite."
What time do you usually wake up?,Usually at half past six.,I wake up at eight on weekends.,Around 7:00 in the morning.,I wake up at seven.,I get up early.
What are your plans for this evening?,I am not sure yet.,I will finish my homework first.,I am going to run after dinner.,I plan to rest and read.,I might visit the park.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will take an umbrella.,I will watch a movie indoors.,I will call my friend instead.,I will study at home.
Do you think math is important?,"Yes, because it helps me learn.",Not really. I prefer other subjects.,"Yes, it is useful in daily life.",Yes. Math is important for my future.,"I think so, but it can be hard."
I feel nervous about the test. What should I do?,You should review a little every day.,Try to sleep well tonight.,Study with a friend.,Take deep breaths and stay calm.,Ask the teacher if you need help.
Can you look after my bag for a minute?,Of course.,"Yes, leave it here.",No problem.,"Sure, I can look after it.",Okay. I will watch it.
How is your group project going?,It is going well so far.,"It is a bit difficult, but okay.",We still need more ideas.,We will present it next week.,We finished the first part.
What should we do after school?,Let's play football.,Maybe we can walk in the park.,Why don't we go to the park?,We could get some snacks.,How about studying together?
What is Maya like?,Maya works hard at school.,"Maya is a bit quiet, but nice.",Maya is friendly and kind.,Maya loves football.,Maya is funny.
Have you ever visited Tokyo?,I hope I can visit Tokyo someday.,"Yes, it was amazing.","Not yet, but I want to.","No, I have never been there.","Yes, I went to Tokyo last year."
The bus is late. What can we do?,We can take the next bus.,We can wait a few more minutes.,Maybe we should walk.,Let us call someone.,I can check the schedule on my phone.
Tell me about yourself.,I am a student. I like math.,My name is Omar. I am 11 years old.,"I am Omar, and I like football.",Hi! I'm Leo. Nice to meet you.,I live in Tokyo.
What did you do yesterday?,I helped my mom.,I played with my friends.,I studied math.,I watched a movie.,I went to the park.
What was your favorite class today?,PE was my favorite.,I liked math today.,I enjoyed English.,Art was fun.,My favorite class was math.
Why do you like football?,Because it helps me relax.,Because I can do it with friends.,Because I feel happy.,Because it is fun.,Because I am good at it.
"Which is bigger, a bee or a mouse?",A bee is bigger.,The bee.,I think the bee is bigger.,A mouse is smaller.,The bee is bigger than a mouse.
How do you feel today?,I feel great.,I am happy today.,I feel tired.,I feel happy.,"A little tired, but okay."
What are you going to do this weekend?,I will play football.,I will stay home and rest.,I am going to see my friends.,I am going to visit the park.,I am going to study.
Would you like some noodle?,"No, thank you.","Yes, please.","Yes, I love noodle.","Just a little, please.",Maybe later.
Where is the library?,It is next to the school.,It is near the park.,Go straight and turn left.,I can show you.,Across from the supermarket.
Zoe lost a bag. What can you say?,Do not worry. We will find it.,I can help you look.,Was it in the classroom?,Let us ask the teacher.,Where did you last see it?
What do you think about this story?,I think it is nice.,I think it is useful.,"It is okay, but not my favorite.",It looks interesting.,I like it a lot.
What time do you usually wake up?,I wake up at seven.,I get up early.,Around 7:00 in the morning.,Usually at half past six.,I wake up at eight on weekends.
What are your plans for this evening?,I might visit the park.,I am going to run after dinner.,I plan to rest and read.,I will finish my homework first.,I am not sure yet.
"If it rains tomorrow, what will you do?",I will take an umbrella.,I will study at home.,I will call my friend instead.,I will watch a movie indoors.,"If it rains, I will stay home."
Do you think math is important?,"I think so, but it can be hard.",Not really. I prefer other subjects.,"Yes, because it helps me learn.",Yes. Math is important for my future.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,You should review a little every day.,Ask the teacher if you need help.,Study with a friend.,Try to sleep well tonight.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,Of course.,"Sure, I can look after it.","Yes, leave it here.",Okay. I will watch it.,No problem.
How is your group project going?,It is going well so far.,"It is a bit difficult, but okay.",We still need more ideas.,We finished the first part.,We will present it next week.
What should we do after school?,Maybe we can walk in the park.,How about studying together?,Let's play football.,Why don't we go to the park?,We could get some snacks.
What is Hana like?,Hana is friendly and kind.,Hana works hard at school.,Hana is funny.,Hana loves football.,"Hana is a bit quiet, but nice."
Have you ever visited Tokyo?,"Not yet, but I want to.","Yes, I went to Tokyo last year.","Yes, it was amazing.",I hope I can visit Tokyo someday.,"No, I have never been there."
The bus is late. What can we do?,We can wait a few more minutes.,We can take the next bus.,Maybe we should walk.,Let us call someone.,I can check the schedule on my phone.
Tell me about yourself.,I am a student. I like math.,I live in Tokyo.,Hi! I'm Nico. Nice to meet you.,"I am Mia, and I like football.",My name is Mia. I am 11 years old.
What did you do yesterday?,I watched a movie.,I helped my mom.,I played with my friends.,I studied math.,I went to the park.
