bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Can you look after my bag for a minute?,No problem.,"Yes, leave it here.",Okay. I will watch it.,Of course.,"Sure, I can look after it."
How is your group project going?,We still need more ideas.,We finished the first part.,We will present it next week.,"It is a bit difficult, but okay.",It is going well so far.
What should we do after school?,Let's play football.,How about studying together?,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.
What is Theo like?,Theo works hard at school.,Theo is friendly and kind.,"Theo is a bit quiet, but nice.",Theo loves football.,Theo is funny.
Have you ever visited Tokyo?,"Yes, it was amazing.","No, I have never been there.","Not yet, but I want to.","Yes, I went to Tokyo last year.",I hope I can visit Tokyo someday.
The bus is late. What can we do?,Maybe we should walk.,I can check the schedule on my phone.,We can wait a few more minutes.,Let us call someone.,We can take the next bus.
How was your weekend?,Not bad. I watched a few shows.,I practiced football most of the time.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",It was busy because of homework.
What do you think about online classes?,"They can be useful, though distractions are a problem.","They are convenient, but I miss real classrooms.",I like them when the lessons are clear.,It depends on the teacher and the subject.,I prefer face-to-face classes.
The homework was a piece of cake for me. What about you?,It took me longer than I expected.,Same here. It was really easy.,I need to review a few parts again.,I got most of it right.,Not for me. I found it tricky.
Exams are coming. How are you preparing?,I am starting with the hardest topics.,I made a revision timetable.,I review notes and practice past papers.,I still need a better plan.,I study a little every evening.
Why do you enjoy football?,I feel more confident when I do it.,It helps me relax after school.,I have been doing it for years.,It gives me a break from screens.,I can meet people who like football too.
Social media is mostly a waste of time. Do you agree?,I partly agree. It depends how you use it.,I disagree. It helps me stay connected.,"I see your point, but it can also be useful.",Not completely. There are educational accounts too.,"Yes, if people scroll all day."
My group member is not doing any work. What should I say?,Explain what still needs to be finished.,Ask if they need help with their part.,"If it continues, tell the teacher.",You could talk to them politely first.,Suggest a clear deadline for each task.
What do you want to do after high school?,I hope to find a job I really like.,I am still deciding.,I want to travel and then go to university.,Maybe I will study in Tokyo.,I want to study to become a teacher.
Should students have less homework?,I think projects are better than long worksheets.,It depends on the subject.,Students also need free time to rest.,Yes. Quality matters more than quantity.,"A little homework is fine, but not every night."
Want to hang out later?,Sure. What time works for you?,"Not today, but tomorrow works.",Maybe after I finish math.,I can for about an hour.,Yes. Let’s meet at the café.
What are your plans for this evening?,I will finish my homework first.,I am going to run after dinner.,I plan to rest and read.,I am not sure yet.,I might visit the park.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will study at home.,"If it rains, I will stay home.",I will call my friend instead.,I will take an umbrella.
Do you think math is important?,"Yes, because it helps me learn.","I think so, but it can be hard.",Not really. I prefer other subjects.,"Yes, it is useful in daily life.",Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Try to sleep well tonight.,You should review a little every day.,Ask the teacher if you need help.,Take deep breaths and stay calm.,Study with a friend.
Can you look after my bag for a minute?,Of course.,"Yes, leave it here.",Okay. I will watch it.,"Sure, I can look after it.",No problem.
How is your group project going?,We will present it next week.,We finished the first part.,It is going well so far.,"It is a bit difficult, but okay.",We still need more ideas.
What should we do after school?,Maybe we can walk in the park.,Let's play football.,How about studying together?,We could get some snacks.,Why don't we go to the park?
What is Theo like?,Theo is funny.,"Theo is a bit quiet, but nice.",Theo is friendly and kind.,Theo loves football.,Theo works hard at school.
Have you ever visited Tokyo?,"No, I have never been there.","Yes, it was amazing.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, I went to Tokyo last year."
The bus is late. What can we do?,We can take the next bus.,I can check the schedule on my phone.,We can wait a few more minutes.,Maybe we should walk.,Let us call someone.
How was your weekend?,"Honestly, I needed more sleep.",It was busy because of homework.,Not bad. I watched a few shows.,I practiced football most of the time.,Pretty good. I hung out with friends.
What do you think about online classes?,"They can be useful, though distractions are a problem.",I like them when the lessons are clear.,I prefer face-to-face classes.,It depends on the teacher and the subject.,"They are convenient, but I miss real classrooms."
The homework was a piece of cake for me. What about you?,It took me longer than I expected.,I need to review a few parts again.,I got most of it right.,Same here. It was really easy.,Not for me. I found it tricky.
