bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Would you like some potato?,"Just a little, please.","No, thank you.","Yes, please.","Yes, I love potato.",Maybe later.
Where is the library?,Go straight and turn left.,Across from the supermarket.,It is near the park.,It is next to the school.,I can show you.
Theo lost a bag. What can you say?,Let us ask the teacher.,Was it in the classroom?,Where did you last see it?,Do not worry. We will find it.,I can help you look.
What do you think about this story?,I like it a lot.,"It is okay, but not my favorite.",I think it is nice.,It looks interesting.,I think it is useful.
What time do you usually wake up?,Usually at half past six.,I get up early.,Around 7:00 in the morning.,I wake up at eight on weekends.,I wake up at seven.
Tell me about yourself.,I am a student. I like math.,Hi! I'm Ken. Nice to meet you.,My name is Yuki. I am 9 years old.,"I am Yuki, and I like football.",I live in Tokyo.
What did you do yesterday?,I studied math.,I played with my friends.,I watched a movie.,I went to the park.,I helped my mom.
What was your favorite class today?,PE was my favorite.,Art was fun.,I liked math today.,I enjoyed geography.,My favorite class was math.
Why do you like football?,Because it helps me relax.,Because I am good at it.,Because I feel happy.,Because I can do it with friends.,Because it is fun.
"Which is bigger, a bird or a mouse?",The bird.,A mouse is smaller.,A bird is bigger.,The bird is bigger than a mouse.,I think the bird is bigger.
How do you feel today?,"A little tired, but okay.",I feel happy.,I feel fine.,I am happy today.,I feel great.
What are you going to do this weekend?,I am going to study.,I will stay home and rest.,I am going to see my friends.,I am going to visit the park.,I will play football.
Would you like some potato?,"Yes, I love potato.","Yes, please.","Just a little, please.","No, thank you.",Maybe later.
Where is the library?,I can show you.,It is next to the school.,Across from the supermarket.,Go straight and turn left.,It is near the park.
Luca lost a bag. What can you say?,Let us ask the teacher.,Do not worry. We will find it.,Where did you last see it?,I can help you look.,Was it in the classroom?
What do you think about this story?,I like it a lot.,It looks interesting.,I think it is useful.,I think it is nice.,"It is okay, but not my favorite."
What time do you usually wake up?,I get up early.,I wake up at seven.,Around 7:00 in the morning.,I wake up at eight on weekends.,Usually at half past six.
Tell me about yourself.,My name is Hana. I am 9 years old.,I am a student. I like math.,"I am Hana, and I like football.",Hi! I'm Eli. Nice to meet you.,I live in Tokyo.
What did you do yesterday?,I went to the park.,I watched a movie.,I played with my friends.,I helped my mom.,I studied math.
What was your favorite class today?,I enjoyed geography.,PE was my favorite.,Art was fun.,I liked math today.,My favorite class was math.
Why do you like football?,Because I am good at it.,Because I feel happy.,Because it helps me relax.,Because it is fun.,Because I can do it with friends.
"Which is bigger, a bird or a mouse?",The bird.,The bird is bigger than a mouse.,A bird is bigger.,A mouse is smaller.,I think the bird is bigger.
How do you feel today?,I am happy today.,"A little tired, but okay.",I feel great.,I feel fine.,I feel happy.
What are you going to do this weekend?,I am going to see my friends.,I will play football.,I will stay home and rest.,I am going to study.,I am going to visit the park.
Would you like some potato?,"Just a little, please.","Yes, I love potato.",Maybe later.,"Yes, please.","No, thank you."
Where is the library?,I can show you.,It is near the park.,Across from the supermarket.,Go straight and turn left.,It is next to the school.
Sam lost a bag. What can you say?,I can help you look.,Was it in the classroom?,Where did you last see it?,Let us ask the teacher.,Do not worry. We will find it.
What do you think about this story?,I like it a lot.,I think it is useful.,"It is okay, but not my favorite.",I think it is nice.,It looks interesting.
What time do you usually wake up?,I wake up at eight on weekends.,I wake up at seven.,Usually at half past six.,I get up early.,Around 7:00 in the morning.
Tell me about yourself.,My name is Lila. I am 9 years old.,I am a student. I like math.,Hi! I'm Nico. Nice to meet you.,"I am Lila, and I like football.",I live in Tokyo.
What did you do yesterday?,I went to the park.,I watched a movie.,I helped my mom.,I played with my friends.,I studied math.
What was your favorite class today?,I enjoyed geography.,PE was my favorite.,I liked math today.,Art was fun.,My favorite class was math.
Why do you like football?,Because it is fun.,Because it helps me relax.,Because I feel happy.,Because I am good at it.,Because I can do it with friends.
"Which is bigger, a bird or a mouse?",A bird is bigger.,A mouse is smaller.,I think the bird is bigger.,The bird.,The bird is bigger than a mouse.
How do you feel today?,I feel great.,I feel fine.,"A little tired, but okay.",I feel happy.,I am happy today.
What are you going to do this weekend?,I will stay home and rest.,I am going to see my friends.,I will play football.,I am going to visit the park.,I am going to study.
Would you like some potato?,Maybe later.,"Yes, please.","Yes, I love potato.","No, thank you.","Just a little, please."
Where is the library?,It is near the park.,Across from the supermarket.,I can show you.,Go straight and turn left.,It is next to the school.
Omar lost a bag. What can you say?,Where did you last see it?,Was it in the classroom?,Do not worry. We will find it.,Let us ask the teacher.,I can help you look.
What do you think about this story?,"It is okay, but not my favorite.",I like it a lot.,I think it is nice.,It looks interesting.,I think it is useful.
What time do you usually wake up?,Around 7:00 in the morning.,I wake up at eight on weekends.,Usually at half past six.,I wake up at seven.,I get up early.
Tell me about yourself.,I live in Tokyo.,My name is Noor. I am 9 years old.,"I am Noor, and I like football.",I am a student. I like math.,Hi! I'm Omar. Nice to meet you.
What did you do yesterday?,I went to the park.,I helped my mom.,I studied math.,I watched a movie.,I played with my friends.
What was your favorite class today?,I enjoyed geography.,I liked math today.,PE was my favorite.,My favorite class was math.,Art was fun.
Why do you like football?,Because I feel happy.,Because I am good at it.,Because I can do it with friends.,Because it helps me relax.,Because it is fun.
"Which is bigger, a bird or a mouse?",A mouse is smaller.,The bird is bigger than a mouse.,A bird is bigger.,I think the bird is bigger.,The bird.
How do you feel today?,I feel fine.,I feel happy.,I am happy today.,"A little tired, but okay.",I feel great.
What are you going to do this weekend?,I am going to see my friends.,I will stay home and rest.,I am going to study.,I will play football.,I am going to visit the park.
Would you like some potato?,"Just a little, please.","Yes, please.",Maybe later.,"No, thank you.","Yes, I love potato."
Where is the library?,I can show you.,Across from the supermarket.,It is next to the school.,It is near the park.,Go straight and turn left.
Eli lost a bag. What can you say?,Let us ask the teacher.,Was it in the classroom?,Where did you last see it?,Do not worry. We will find it.,I can help you look.
What do you think about this story?,I like it a lot.,I think it is nice.,"It is okay, but not my favorite.",I think it is useful.,It looks interesting.
What time do you usually wake up?,I wake up at eight on weekends.,I get up early.,Usually at half past six.,Around 7:00 in the morning.,I wake up at seven.
Tell me about yourself.,My name is Leo. I am 9 years old.,"I am Leo, and I like football.",I live in Tokyo.,I am a student. I like math.,Hi! I'm Yuki. Nice to meet you.
What did you do yesterday?,I studied math.,I went to the park.,I helped my mom.,I watched a movie.,I played with my friends.
What was your favorite class today?,I liked math today.,Art was fun.,PE was my favorite.,I enjoyed geography.,My favorite class was math.
Why do you like football?,Because it is fun.,Because I can do it with friends.,Because it helps me relax.,Because I am good at it.,Because I feel happy.
"Which is bigger, a fish or a mouse?",A mouse is smaller.,The fish.,I think the fish is bigger.,The fish is bigger than a mouse.,A fish is bigger.
How do you feel today?,I am happy today.,I feel happy.,I feel fine.,I feel great.,"A little tired, but okay."
What are you going to do this weekend?,I will stay home and rest.,I am going to visit the park.,I am going to see my friends.,I am going to study.,I will play football.
Would you like some potato?,"Just a little, please.","No, thank you.","Yes, please.","Yes, I love potato.",Maybe later.
Where is the library?,Go straight and turn left.,It is near the park.,It is next to the school.,Across from the supermarket.,I can show you.
Theo lost a bag. What can you say?,Do not worry. We will find it.,Where did you last see it?,Was it in the classroom?,I can help you look.,Let us ask the teacher.
What do you think about this story?,"It is okay, but not my favorite.",I think it is useful.,I think it is nice.,I like it a lot.,It looks interesting.
